payment,7,1600643133.214441653,1600643133.431068789,0.216627136
payment,6,1600643133.53329208,1600643133.564439898,0.511110690
neword,5,1600643131.622173484,1600643133.656173162,2.033999678
neword,9,1600643131.622085488,1600643133.764525859,2.142440371
payment,6,1600643133.564469408,1600643133.881226517,0.316757109
slev,3,1600643123.351937355,1600643133.937274868,10.585337513
payment,5,1600643133.656202674,1600643134.156581636,0.500378962
payment,7,1600643133.431095151,1600643134.228094046,0.796998895
delivery,1,1600643133.281282107,1600643134.365071165,1.083789058
ordstat,5,1600643134.156592126,1600643134.463301036,0.306708910
delivery,3,1600643133.937317840,1600643134.490221679,0.552903839
payment,6,1600643133.881255940,1600643134.657875004,0.776619064
neword,2,1600643133.239410671,1600643134.706975666,1.467564995
payment,9,1600643133.764555824,1600643134.957094341,1.192538517
delivery,1,1600643134.365078487,1600643134.998727988,0.633649501
delivery,3,1600643134.490230418,1600643135.307258953,0.817028535
neword,8,1600643133.281329678,1600643135.307260469,2.025930791
delivery,1,1600643134.998736738,1600643135.507427958,0.508691220
payment,5,1600643134.463330467,1600643135.590653551,1.127323084
payment,6,1600643134.657904574,1600643135.707343738,1.049439164
neword,0,1600643133.375904350,1600643135.749035692,2.373131342
payment,5,1600643135.590681869,1600643135.996933866,0.406251997
neword,2,1600643134.707005565,1600643136.55971755,1.348966190
delivery,3,1600643135.307275312,1600643136.112989470,0.805714158
payment,0,1600643135.749065438,1600643136.160533276,0.411467838
neword,7,1600643134.228125135,1600643136.211585915,1.983460780
delivery,1,1600643135.507436544,1600643136.382759849,0.875323305
payment,6,1600643135.707371807,1600643136.491934016,0.784562209
payment,7,1600643136.211615159,1600643136.656453874,0.444838715
payment,2,1600643136.56004883,1600643136.976478827,0.920473944
neword,8,1600643135.307310224,1600643137.102535616,1.795225392
delivery,3,1600643136.112997063,1600643137.258065268,1.145068205
delivery,1,1600643136.382768716,1600643137.283109438,0.900340722
ordstat,2,1600643136.976490543,1600643137.325639245,0.349148702
delivery,1,1600643137.283118070,1600643137.491477038,0.208358968
neword,0,1600643136.160564084,1600643137.776464297,1.615900213
payment,8,1600643137.102565123,1600643137.881698824,0.779133701
payment,2,1600643137.325668560,1600643138.59013814,0.733345254
delivery,3,1600643137.258072586,1600643138.161746914,0.903674328
neword,5,1600643135.996965026,1600643138.208473848,2.211508822
payment,5,1600643138.208503789,1600643138.408669224,0.200165435
slev,4,1600643129.154558596,1600643138.674036968,9.519478372
neword,6,1600643136.491966004,1600643138.842040460,2.350074456
payment,0,1600643137.776493678,1600643138.883671463,1.107177785
delivery,3,1600643138.161754474,1600643139.245408758,1.083654284
payment,0,1600643138.883700070,1600643139.245493512,0.361793442
neword,1,1600643137.491507927,1600643139.392392754,1.900884827
neword,8,1600643137.881728528,1600643139.458992504,1.577263976
payment,0,1600643139.245571166,1600643139.525928495,0.280357329
delivery,4,1600643138.674064460,1600643139.700820608,1.026756148
delivery,3,1600643139.245415949,1600643139.967629181,0.722213232
delivery,4,1600643139.700828740,1600643140.117816913,0.416988173
delivery,3,1600643139.967638546,1600643140.321882178,0.354243632
delivery,4,1600643140.117825866,1600643140.321946156,0.204120290
neword,5,1600643138.408700696,1600643140.365121341,1.956420645
neword,6,1600643138.842116616,1600643140.447047008,1.604930392
payment,5,1600643140.365152504,1600643140.667987372,0.302834868
neword,2,1600643138.59045473,1600643140.718242991,2.659197518
delivery,3,1600643140.321932421,1600643140.743026116,0.421093695
delivery,4,1600643140.321954119,1600643140.868069264,0.546115145
neword,8,1600643139.459023550,1600643141.243122421,1.784098871
neword,0,1600643139.525962691,1600643141.288184979,1.762222288
neword,1,1600643139.392424632,1600643141.329935890,1.937511258
payment,6,1600643140.447076743,1600643141.451654046,1.004577303
delivery,4,1600643140.868077954,1600643141.543295801,0.675217847
delivery,3,1600643140.743034839,1600643141.593593625,0.850558786
payment,2,1600643140.718272685,1600643141.610069499,0.891796814
payment,0,1600643141.288214680,1600643141.710001331,0.421786651
